text,date,retweets,favorites,negative,neutral,positive,compound
That's funny as hell lmao,2017-04-05 12:52:14,0,0,0.343,0.149,0.507,0.296
They kicked 2 girls off because of it. They better not kick me out or you'll see me on media,2017-04-05 12:51:57,0,1,0.0,0.861,0.139,0.4404
"Gee, thanks, @ united bot. # BotsAlwaysSayTheSameThing",2017-04-05 12:50:35,0,0,0.0,0.345,0.655,0.6908
. @ united 330 MIA-CHI packed w/kids on spring break. Flt attendants so attentive to the little ones! # beingunited @ weareunited,2017-04-05 12:50:32,0,2,0.0,0.846,0.154,0.4753
Worst paint job ever,2017-04-05 12:50:30,0,0,0.577,0.423,0.0,-0.6249
Lmao they have a policy against leggings ???,2017-04-05 12:49:22,0,0,0.0,0.575,0.425,0.6641
"United Airlines, American Airlines in heated on-time arrival fight https://www.bizjournals.com/chicago/news/2017/04/05/united-airlines-american-airlines-on-time-arrivals.html … via @ ChiBizJournal",2017-04-05 12:48:26,0,0,0.169,0.649,0.182,0.0516
"Joe, we regret that you're delayed. We look forward to having you in route. ^JR",2017-04-05 12:45:59,0,0,0.266,0.734,0.0,-0.5719
"flying @ united, I HOPE I can wear leggings",2017-04-05 12:45:46,0,3,0.0,0.383,0.617,0.7531
What flight were you taking?,2017-04-05 12:45:42,0,0,0.0,1.0,0.0,0.0
@ united flight attendants casually talking about striking @ Dulles_Airport -- more power to you.,2017-04-05 12:44:47,0,0,0.0,0.71,0.29,0.5423
ATL.,2017-04-05 12:44:08,0,0,0.0,1.0,0.0,0.0
"Hello Cynthia, we can't concretely say if this flight will be canceled. Right now there isn't an indication. ^JR",2017-04-05 12:43:34,0,0,0.0,1.0,0.0,0.0
"Phoenix, Dallas or Philadelphia to Lima, Peru for only $392 roundtrip with @ United http://www.secretflying.com/posts/phoenix-dallas-philadelphia-lima-peru-392-roundtrip/ …pic.twitter.com/I6M7hYJNss",2017-04-05 12:39:38,5,5,0.0,0.823,0.177,0.4215
Love love love!!,2017-04-05 12:38:10,0,0,0.0,0.0,1.0,0.9347
"Hi Troy, we would be happy to take a look at it. Can you DM us your confirmation? ^NJ",2017-04-05 12:37:22,0,0,0.0,0.821,0.179,0.5719
Now Vegas? You are a gypsy!,2017-04-05 12:37:12,0,1,0.0,1.0,0.0,0.0
"Hello Lauren, you can submit supporting medical evidence to Refunds after accepting these fees. ^JR",2017-04-05 12:36:51,0,0,0.0,0.703,0.297,0.6705
@ united my mom has a neurological condition and leggings are the only thing that she is comfortable wearing. will you let her on her flight?,2017-04-05 12:35:50,0,0,0.0,0.783,0.217,0.7269
Understood. We're sorry to hear about the misunderstanding. Please refer to our Customer Care team http://bit.ly/U46edh .,2017-04-05 12:34:34,0,0,0.19,0.556,0.255,0.34
@ united - I had a zip code wrong so just submitted the request and it went through. Look forward to hearing back. Thanks for your help,2017-04-05 12:33:00,0,0,0.102,0.623,0.275,0.6486
"Throw back to June 11, 2016 and July 15, 2016. I feel so lucky and glad to be board UA851 & UA850 with @ united 747. # UnitedJourneypic.twitter.com/PsivFp9Tpa",2017-04-05 12:32:59,0,1,0.0,0.684,0.316,0.8651
"We see UA 4515 landed in Chicago, albeit late. We hope your next flight doesn't run into any delays. ^NJ",2017-04-05 12:32:23,0,0,0.0,0.868,0.132,0.4404
"After seven delays from United Airlines, I canceled the flight and booked a flight with DELTA.… https://www.instagram.com/p/BSg_a-DBZwP/",2017-04-05 12:31:16,0,0,0.0,0.833,0.167,0.4215
"Matthew, let's see if we can prevail. What's going on? ^JR",2017-04-05 12:31:04,0,0,0.0,1.0,0.0,0.0
I look forward to moving to the Amex gold card and status accelerator incentives this year in my future travels,2017-04-05 12:30:35,0,0,0.0,0.887,0.113,0.3182
"Aah, thank you guys!pic.twitter.com/MiBpHiiGnj",2017-04-05 12:30:33,0,1,0.0,0.518,0.482,0.4199
"Membership, status, and crossover loyalty has been reduced to one step above mistake vouchers - @ delta congrats on being rated #1 this year",2017-04-05 12:29:34,0,0,0.085,0.671,0.244,0.6705
"Done and done, Justin! Take care up until then!",2017-04-05 12:29:16,0,0,0.0,0.679,0.321,0.5837
Thank you @ united for making my life easier,2017-04-05 12:29:03,0,0,0.0,0.382,0.618,0.7964
That's such a cop out excuse - would you use this for any member that's spent over 40k in the last 4 years with you? This is rediculous,2017-04-05 12:28:30,0,0,0.0,0.949,0.051,0.0772
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-05 19:27",2017-04-05 12:27:07,0,0,0.0,1.0,0.0,0.0
"yes, however I was told it was 1 year from the date of travel! I would have absolutely used it earlier. I was given mis-information.",2017-04-05 12:26:37,0,0,0.0,0.87,0.13,0.4574
"We're sorry to hear this, Allie. Travel credit is valid up to one year from booking. ^TY",2017-04-05 12:23:46,0,0,0.069,0.794,0.138,0.3182
4515 today 4561 yesterday,2017-04-05 12:23:17,0,0,0.0,1.0,0.0,0.0
# airline industry needs a # DigitalTransformation # C17LV,2017-04-05 12:23:12,0,2,0.0,1.0,0.0,0.0
"Getting to Aspen this # summer is easier than ever w/new & expanded air service from @ Delta, @ AmericanAir & @ united http://bit.ly/2lYWjuh pic.twitter.com/WVUKPYb2lU",2017-04-05 12:23:08,2,5,0.0,0.741,0.259,0.6808
Watch what happens when travelers from around the world follow their wanderlust — use # UnitedJourney to share your travel pics.pic.twitter.com/8Z9gAfixAg,2017-04-05 12:23:01,83,188,0.0,0.896,0.104,0.296
"Cc: @ spurs, @ united, @ lfc & @ citypic.twitter.com/1LBiFNjlEG",2017-04-05 12:22:35,0,0,0.0,0.588,0.412,0.4215
"Shelby, we're sorry that you've been kept waiting. We hope that you'll be assisted shortly. ^JR",2017-04-05 12:19:49,0,0,0.071,0.769,0.159,0.3818
"We're sorry to hear this, Keith. Let us know if we can help with anything. ^NJ",2017-04-05 12:19:40,0,0,0.072,0.778,0.15,0.34
Just waiting for that notification from @ united that my luggage is on its way to my house. pic.twitter.com/AwM7KmrHFC,2017-04-05 12:19:26,0,4,0.0,0.859,0.141,0.4215
New York City at night we love NYC. Lots of direct flights from Scotland # unitedairlines… https://www.instagram.com/p/BSg9-5agkYk/,2017-04-05 12:18:41,3,1,0.0,0.781,0.219,0.6369
Completey agree about both Heathrow and Dubai!,2017-04-05 12:16:10,0,1,0.0,0.682,0.318,0.4199
"Our fingers are crossed as well, Kelly. ^NJ",2017-04-05 12:15:20,0,1,0.0,0.769,0.231,0.2732
"@ united When I made reservations for my flight, I was offered Economy+ plus for all flights at $200/person. Now I can't find that option.",2017-04-05 12:15:14,0,0,0.0,0.877,0.123,0.4215
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-05 19:15",2017-04-05 12:15:07,0,0,0.0,1.0,0.0,0.0
Ah that explains it. Now there's an electrical issue. The plane has been delayed for 3 trips so far. customer service,2017-04-05 12:14:50,0,0,0.091,0.909,0.0,-0.2263
"Most domestic flight claims are 7-10 business days, but international and special cases can take up to 30 business days. ^EB",2017-04-05 12:12:31,0,0,0.0,0.849,0.151,0.5499
Dear @ flyLAXairport and @ united your security line is actually out of control.,2017-04-05 12:11:07,0,0,0.0,0.536,0.464,0.7783
"Hello Jamie, what's going on? We're here to listen. ^JR",2017-04-05 12:11:05,0,0,0.0,1.0,0.0,0.0
Thanks for letting us know. Our agent will work to assist as quickly as possible. ^EB,2017-04-05 12:10:51,0,0,0.0,0.838,0.162,0.4404
"Depending on what they qualify as full, could impact this decision. ^JR",2017-04-05 12:10:04,0,0,0.0,1.0,0.0,0.0
@ united UA1783 departs 208 - delayed. Departs 248 - inaccurate. Departs 310 - haven't even left the gate. Seriously?,2017-04-05 12:09:26,0,0,0.186,0.67,0.144,0.0516
@ Catiemc Please file a formal complaint with Customer Care: http://bit.ly/U46edh . ^EB,2017-04-05 12:09:15,0,0,0.15,0.476,0.374,0.5106
Are you currently on your way? Please let us know your flight number for updates. ^NJ,2017-04-05 12:07:00,0,0,0.0,0.795,0.205,0.3818
"We are awaiting the crew from another flight, and we anticipate a 2:35pm departure. ^EB",2017-04-05 12:05:43,0,0,0.0,1.0,0.0,0.0
"See @ united, this is how you do customer service. Don't worry @ HeathrowAirport, I'll see you in 2 weeks. Please have my seat at EAT. ready!https://twitter.com/heathrowairport/status/849698558295068673 …",2017-04-05 12:05:14,0,3,0.0,0.729,0.271,0.7781
It seems like @ comcast and @ united are in a never-ending battle royal to claim the title of company with the worst customer service,2017-04-05 12:04:11,0,1,0.223,0.6,0.177,-0.34
"Hi, Catie. What happened? Let us know how we can help. ^EBhttps://twitter.com/messages/compose?recipient_id=260907612 …",2017-04-05 12:04:07,0,0,0.0,0.782,0.218,0.4696
@ united. Figure out where to put flight 424. We're tired of sitting on the tarmac.,2017-04-05 12:03:27,0,0,0.155,0.695,0.15,-0.0258
"Yes, we are now on standby with 4 kids in denver. Waiting in line for agent assistance",2017-04-05 12:01:48,0,0,0.0,0.847,0.153,0.4019
"We miss you, Justin!",2017-04-05 12:01:37,0,1,0.387,0.613,0.0,-0.2244
Thanks @ united - I had to cancel a trip last year due to # zika scare and now you're saying my credit is expired? $1300 down the drain!,2017-04-05 12:00:54,0,0,0.159,0.579,0.262,0.5255
"@ united , get it together!!! On tarmac for 30 min now waiting for a gate. Incompetent.",2017-04-05 12:00:53,0,0,0.212,0.639,0.149,-0.2905
United Airlines training day 1,2017-04-05 12:00:40,0,0,0.0,0.517,0.483,0.4215
@ united can i pay for the remaining costs of a flight with a credit card if i dont have enough points to cover entire itinerary? Thanks!,2017-04-05 12:00:07,0,0,0.05,0.643,0.307,0.8016
PLEASE don't!!. .It would be very unfeministic!,2017-04-05 11:59:39,0,0,0.0,0.606,0.394,0.6006
Done. I need not remind you the @ united lounges at @ Dulles_Airport are mediocre. I long for the @ HeathrowAirport and @ DubaiAirports lounges,2017-04-05 11:59:24,0,1,0.0,0.865,0.135,0.4215
@ shannonrwatts @ united can surely learn a thing or two about crisis communication from @ pepsi # mru3841https://twitter.com/pepsi/status/849679114416115714 …,2017-04-05 11:59:07,0,1,0.197,0.529,0.274,0.1531
@ united pic.twitter.com/ggAEyqj1ti,2017-04-05 11:58:56,0,0,0.0,0.263,0.737,0.4215
Personally I preferred battleship. The harder question is NWA pearl or bowling shoe.,2017-04-05 11:58:53,0,0,0.091,0.909,0.0,-0.0258
"The answer Lufthansa provided was they simply didn't recognized the paid club status; so Im glad that my $400 is used for ""partner"" airlines",2017-04-05 11:58:10,0,0,0.0,0.875,0.125,0.507
The lounge was not full as I peaked in and saw no such aspect of full - I know full as I've had to be a sardine in the FLL united lounge,2017-04-05 11:56:38,0,0,0.071,0.839,0.09,0.1531
Shoutout to @ united for giving out these fab cookie things on each flight pic.twitter.com/KD3TwZeWgK,2017-04-05 11:55:58,0,2,0.0,0.573,0.427,0.802
"Lufthansa should be able to provide a concrete explanation. If the lounge was full, they reserve the right to deny access. ^JR",2017-04-05 11:55:40,0,0,0.107,0.893,0.0,-0.34
United Airlines defends standards—and doesn’t surrender to social-media bullying. http://bit.ly/2nwIAhp  via @ nicolegelinaspic.twitter.com/Fyqi5wEbZs,2017-04-05 11:55:01,2,2,0.234,0.599,0.168,-0.2732
4035,2017-04-05 11:53:38,0,0,0.0,1.0,0.0,0.0
We're delighted to hear it. Hope you're having a great traveling day. ^NJ,2017-04-05 11:53:15,0,0,0.0,0.466,0.534,0.8834
I continue to ask why I support a program that shows so little respect to any crossover benefits advertised and loyalty shown to airlines,2017-04-05 11:53:12,0,0,0.0,0.589,0.411,0.8976
"Understood but it looked bad & with the line long, people were not happy w/ her...quicker access when needed, but she was not dressed 2 fly",2017-04-05 11:53:02,0,0,0.284,0.716,0.0,-0.8673
"Oh dear, what flight are you waiting on, Aaron? ^EB",2017-04-05 11:52:49,0,0,0.0,0.776,0.224,0.3818
"I asked to purchase a pass then for the other guest - at which point she told me they were ""full"" - the entire lounge was empty",2017-04-05 11:52:37,0,0,0.076,0.924,0.0,-0.2023
Check out @ Loyolabiz experiencing @ united Polaris business class VR # unitedathispanicize at # Hispz17pic.twitter.com/f9Z6CairAw,2017-04-05 11:52:26,5,11,0.0,0.797,0.203,0.4215
She immediately dismissed me and asked me to leave as she would deny me access,2017-04-05 11:51:55,0,0,0.217,0.783,0.0,-0.3818
"I am very aware of these types of arguments, and I pose a counter argument: United Airlines",2017-04-05 11:51:55,0,1,0.274,0.579,0.147,-0.34
The reason was I was only allowed one - no such policy currently exists in any star alliance or Lufthansa policies,2017-04-05 11:51:28,0,0,0.109,0.891,0.0,-0.296
Emirates BA Quatar Turkish Airlines Sri Lanka Airlines Air India United Airlines,2017-04-05 11:51:04,0,0,0.0,0.797,0.203,0.4215
"That's definitely not what we love to hear, Julie. Can you tell us more about where you were? ^NJ",2017-04-05 11:50:50,0,0,0.146,0.737,0.117,-0.17
I tried to get into the business and/or senator lounge at FRA; using my platinum status for one guest and my $400 paid club card for another,2017-04-05 11:50:44,0,0,0.0,1.0,0.0,0.0
We hope you're in the air by now. Let us know if we can help with anything. ^NJ,2017-04-05 11:50:30,0,0,0.0,0.741,0.259,0.6808
We're working to have you gated as quickly as possible. Please wait for further announcement from our flight staff. ^JR,2017-04-05 11:50:28,0,0,0.0,0.892,0.108,0.3182
"Ready for the new @ United whY seats? B/E Aerospace on 737MAX, 772 Retrofit programs. # PaxEx # AvGeek # AIX17 # rgnlivehttps://runwaygirlnetwork.com/2017/04/05/press-release-united-launches-next-gen-aspire-economy-seat-777/ …",2017-04-05 11:50:10,1,2,0.0,0.751,0.249,0.6486
"Hello Zach, what club were you trying to access? Please also indicate the explanation they gave for being denied. ^JR",2017-04-05 11:49:38,0,0,0.125,0.776,0.099,-0.1531
Great post from @ jwazdet - Is Your Company Ready For Its United Airlines Moment? http://bit.ly/2oJC1Xm # socialcustomercare # cctr # custservpic.twitter.com/6hNKOIaduZ,2017-04-05 11:49:31,4,3,0.0,0.598,0.402,0.8555
"James, this does not sound like the flyer-friendly service we strive for. Please DM if we can help. ^EBhttps://twitter.com/messages/compose?recipient_id=260907612 …",2017-04-05 11:49:30,0,0,0.091,0.692,0.216,0.4386
"We are disappointed in the negative impression, Janet. Your feedback is appreciated. ^EB",2017-04-05 11:48:42,0,0,0.324,0.429,0.248,-0.3818
# PaxEx Press Release: United Airlines launches next-gen B/E Aerospace Aspire economy seat on 777 https://runwaygirlnetwork.com/2017/04/05/press-release-united-launches-next-gen-aspire-economy-seat-777/ … # AIX17 # RGNLIVE,2017-04-05 11:48:38,2,5,0.0,0.851,0.149,0.4215
Really enjoying @ united Jessica at DSM refusing to put me on standby. 1k devaluation.,2017-04-05 11:47:36,0,0,0.132,0.537,0.331,0.6214
@ lufthansa @ united @ staralliance I ask you help to address this poor attempt at customer service to one that has stayed loyal for years,2017-04-05 11:47:34,0,0,0.12,0.596,0.285,0.6092
Just posted a photo @United Airlines Term C Newark Liberty Airport https://www.instagram.com/p/BSg6ZJwlIqDFFUXR8iBObPGm5_HbB7PiD6PEQE0/ …,2017-04-05 11:47:19,0,0,0.0,0.726,0.274,0.5267
"Thank you for letting us know, Jason. They may have been given quicker access through security because they're employees.^TY",2017-04-05 11:47:01,0,0,0.0,0.776,0.224,0.5994
@ united isn't it dangerous to leave debris this close to an active plane? UA397. No one is picking it up. pic.twitter.com/IwLCI6Dz0j,2017-04-05 11:46:53,0,0,0.124,0.583,0.293,0.6862
@ Delta shit in a blanket??? Wow @ united would never allow that to happen,2017-04-05 11:45:48,0,0,0.258,0.392,0.35,0.4356
United Star Alliance 'Queen' # unitedairlines # boeing #747 # queenoftheskies # planespotting # dontgo https://www.facebook.com/skygofly/photos/a.182655552086308.1073741828.178889232462940/224501654568364/?type=3&permPage=1 …pic.twitter.com/zOvPWS7wkv,2017-04-05 11:45:12,0,2,0.0,0.781,0.219,0.4215
Just posted a photo @United Airlines Term C Newark Liberty Airport https://www.instagram.com/p/BSg6IXnlfo5AmjVT1iYRSgxpA9eh0XPXiNPMDw0/ …,2017-04-05 11:45:02,0,0,0.0,0.726,0.274,0.5267
Get thee to a lounge and drink free drinks,2017-04-05 11:44:52,0,0,0.0,0.68,0.32,0.5106
Thank you for the recommendation for IAH. We will work on this for the future. ^EB,2017-04-05 11:43:17,0,0,0.0,0.857,0.143,0.3612
@ united FA crew cutting to the front of the pre check line while not dressed and pass riding is not cool! # LAX # BadExample,2017-04-05 11:42:13,0,0,0.141,0.753,0.105,0.1606
@ united FA crew cutting to the front of pre check line dressed and flying is one thing,2017-04-05 11:40:55,0,0,0.078,0.777,0.145,0.3182
It's not but thanks for the experiences,2017-04-05 11:40:32,0,0,0.341,0.659,0.0,-0.4782
@ lufthansa @ united @ staralliance the attitude and demeanor which was shown to one that has been loyal is a reason to look @ Delta,2017-04-05 11:40:25,0,0,0.0,0.763,0.237,0.7096
"Why is that, Joel? We hope everything is aright. ^JR",2017-04-05 11:39:48,0,0,0.0,0.756,0.244,0.4404
@ lufthansa @ united @ staralliance the Lufthansa supervisor at Frankfurt was rude and dismissive of someone that has spent tens of thousands,2017-04-05 11:38:37,0,0,0.126,0.756,0.118,-0.0516
Athletics: Rock ‘n’ Roll Marathon Series Takes Flight to China with United Airlines http://ift.tt/2p1Ldpl # running,2017-04-05 11:37:46,0,0,0.0,0.833,0.167,0.4215
Our agents always work to assist as best they can. We regret the negative impression and thank you for your feedback. ^EB,2017-04-05 11:37:27,0,0,0.202,0.53,0.268,0.2732
@ lufthansa @ united @ staralliance was just denied access to the lounges with my guests even though I have earned status and pay for status,2017-04-05 11:37:17,0,0,0.165,0.728,0.107,-0.128
We hope these grey skies turn blue soon. Thanks for capturing the moment. ^JR,2017-04-05 11:37:14,0,0,0.0,0.611,0.389,0.7184
"@ lufthansa @ united @ staralliance thanks for respecting your ""valued"" members that hold Platinum status and pay $400 a year in club status",2017-04-05 11:36:08,0,0,0.053,0.608,0.338,0.8176
Disappointed in @ united - no compassion and robotic.,2017-04-05 11:32:02,0,2,0.376,0.213,0.411,0.128
"Any that would get us to SFO before noon Monday and let us leave after 1 Friday? As far as tech cities go, SF is up there.",2017-04-05 11:31:24,0,0,0.046,0.954,0.0,-0.0516
@ united couldn't screw this up any worse. Literally lined up to board for the 3rd time to be told another 3 hr delay. Get your shit together,2017-04-05 11:31:11,0,0,0.264,0.616,0.12,-0.7099
Watch out for the new United Airlines Rock ‘n’ Roll Chengdu Marathon & ½ Marathon taking place in October: http://running.competitor.com/2017/04/news/rock-n-roll-marathon-series-takes-flight-china-united-airlines_163358 …,2017-04-05 11:30:02,0,3,0.0,0.865,0.135,0.4215
"At @ EWRairport, @ united, @ TSA Officials Unveil Efficiencies They Say Lead to Better Safety @ CruzNJTV reports http://bit.ly/2ouLxk0 pic.twitter.com/YYeHOOM5rs",2017-04-05 11:30:01,0,0,0.0,0.519,0.481,0.8779
Oh yes it is. Good news its @ united so I wouldn't expect it to work that frequently? I was on the launch flight out of IAD and it was inop https://twitter.com/fatemehx2/status/849685967522873345 …,2017-04-05 11:27:10,0,1,0.0,0.756,0.244,0.8126
"Thank you for your feedback, Rod. ^EB",2017-04-05 11:26:26,0,0,0.0,0.706,0.294,0.3612
Can you please send us your confirmation number in a DM?https://twitter.com/messages/compose?recipient_id=260907612 …,2017-04-05 11:26:13,0,0,0.0,0.669,0.331,0.4515
Looks like I'm going to have leave my job with @ united to go with @ Delta or @ American,2017-04-05 11:25:19,0,0,0.059,0.683,0.259,0.6249
Yes it won't let me check in online because it says I have to apply for ESTA but Canada isn't a part of that so,2017-04-05 11:24:58,0,0,0.0,0.922,0.078,0.2144
"Same flight, same plane and same time. patronizing me with sorry for your inconvenience tells me your airline could care less",2017-04-05 11:24:48,1,0,0.152,0.72,0.128,0.1027
Are you for real @ united really? After the screw job you gave me this am and now my second flight is delayed?! Incompetence at its finest!,2017-04-05 11:24:40,0,0,0.186,0.725,0.088,-0.478
@ paigerandall Thanks. Is this a check in related issue? ^NJ,2017-04-05 11:24:27,0,0,0.0,0.734,0.266,0.4404
"OH:"" @ united is terrible but at least it's not Syria"" # Perspective",2017-04-05 11:23:51,0,1,0.158,0.695,0.147,-0.0387
"That's why we wear ""Airplane Clothes""",2017-04-05 11:22:09,0,0,0.0,1.0,0.0,0.0
RunnersWeb Athletics: Rock ‘n’ Roll Marathon Series Takes Flight to China with United Airlines http://fb.me/5WxjxFMBf,2017-04-05 11:21:57,0,0,0.0,0.833,0.167,0.4215
"How does giving that portal access to my acct possibly help me? Anyway, the gift cert loss is a shame.",2017-04-05 11:21:00,0,0,0.197,0.511,0.292,0.3818
That you won't fix YOUR mistake. Guess I'll have to pay for it myself. Teach your employees to respect others personal items. # sorude,2017-04-05 11:17:15,0,0,0.053,0.754,0.194,0.577
What # UnitedAirlines could have done differently to ease the impact of their # SocialMedia snafu.http://hubs.ly/H06Z2JX0,2017-04-05 11:16:31,0,1,0.0,0.839,0.161,0.3612
Last time we waited an hour for them to inspect and review the stroller to no avail. I won't be wasting anymore of my time just to get told,2017-04-05 11:16:22,0,0,0.072,0.854,0.074,0.015
"United Airlines, American Airlines in heated on-time arrival fight http://bnch.me/2nbwLyF",2017-04-05 11:13:15,0,0,0.194,0.597,0.209,0.0516
"Brittini, our baggage agents at the airport will need to review any damage upon arrival. ^EB",2017-04-05 11:13:00,0,0,0.176,0.824,0.0,-0.4939
@ united sitting on tarmac for 50 minutes @SFO. When can we get IN the airport? No announcement,2017-04-05 11:11:53,0,0,0.11,0.75,0.14,0.1531
"United Airlines, American Airlines in heated on-time arrival fight http://dlvr.it/NppNYr # LABiz",2017-04-05 11:11:37,0,0,0.181,0.625,0.194,0.0516
Is that a *camera* in @ united's new 777-200 Polaris seat?? Does this mean I should start traveling with stickers? # privacy,2017-04-05 11:11:35,0,4,0.0,1.0,0.0,0.0
"United Airlines, American Airlines in heated on-time arrival fight http://dlvr.it/NppNTG",2017-04-05 11:11:33,0,0,0.194,0.597,0.209,0.0516
Once in a while a gate may not be open due to operational changes or needs. We hope you were able t... https://ual.response.lithium.com/portal/conversation/17738779 …,2017-04-05 11:10:37,0,0,0.0,0.873,0.127,0.4404
ChicagoO'Hare Int'l. Airport provides endless travel destinations.United Airlines delays provide endless hours to experience Chicago O'Hare.,2017-04-05 11:07:31,0,0,0.0,1.0,0.0,0.0
@ united @ FoxNews once again your Skywest regional partner has massive problems in SLC today. 3 flights in a row delayed for mechanical.,2017-04-05 11:05:51,0,0,0.189,0.697,0.115,-0.2023
Yet another delay @ united. You better comp the inflight wifi. Been at @ Dulles_Airport 4 hours now I can only drink so many overpriced drinks,2017-04-05 11:05:14,0,0,0.085,0.704,0.211,0.5267
,2017-04-05 11:03:44,0,1,0.0,1.0,0.0,0.0
"@ united, I signed up for twitter specifically to tell you what an abysmal experience I had on my last trip with United. No customer service",2017-04-05 11:02:25,0,0,0.079,0.719,0.201,0.5267
It was close,2017-04-05 11:01:19,0,0,0.0,1.0,0.0,0.0
"$ LUV $ AAL: United Airlines, American Airlines in heated on-time arrival fight: http://www.StockNewsWires.com/luv-aal-united-airlines-american-airlines-in-heated-on-time-arrival-fight/ …",2017-04-05 11:01:03,0,0,0.169,0.649,0.182,0.0516
"Getting ready to fly # unitedAIRLINES and just passed this, must be a omen @ TheProfitCNBC @ marcuslemonis # HOPEforthePartner17pic.twitter.com/fdrG9GRBmR",2017-04-05 11:00:55,0,0,0.0,0.848,0.152,0.3612
I have.,2017-04-05 11:00:23,0,0,0.0,1.0,0.0,0.0
"Thank you to Margie (Freeman '80) Pilling, United Airlines 767 Captain, for coming back to talk as part of our Cookies and a Career Series. pic.twitter.com/ELxjiJ9k5K",2017-04-05 10:59:47,1,10,0.0,0.813,0.187,0.6486
"@ united Any idea what the hold up is on UA535? Scheduled departure is 11:10, boarding hasn't started yet, but still shows on-time.",2017-04-05 10:59:14,0,0,0.0,0.917,0.083,0.2263
@ united can you have your PDE team tell me why they require Android debugging to be disabled? pic.twitter.com/rAsZHJucaV,2017-04-05 10:58:54,0,0,0.0,0.859,0.141,0.4215
"That sounds odd, Richard. Were you able to get it worked out? If not, DM us and we can take a look. ^NJ",2017-04-05 10:58:37,0,0,0.099,0.901,0.0,-0.3182
Growing flights options to D.C. and San Fran @ united has 20 flights per day from @ fly2ohare (vs 8 and 5 on American) connect from @ IFlyCU,2017-04-05 10:57:53,0,1,0.0,0.824,0.176,0.5423
"We're bummed to hear that, Dave. Let us know if you need any help getting to your destination. ^NJ",2017-04-05 10:57:41,0,0,0.0,0.87,0.13,0.4019
"Hello Janet, are you at your destination at this time? ^MD",2017-04-05 10:57:03,0,0,0.0,1.0,0.0,0.0
"['United Airlines 777 airplane toy plane, RT6266'] https://www.amazon.com/United-Airlines-airplane-plane-RT6266/dp/B00176N1UW?SubscriptionId=AKIAIUXRJQI57DUVIN6A&tag=victoriaebren-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00176N1UW … # offer # off2017-04-05 17:55",2017-04-05 10:55:28,0,0,0.0,1.0,0.0,0.0
We definitely want to look into this. Can you DM us here with your delayed file number:https://twitter.com/messages/compose?recipient_id=260907612 …,2017-04-05 10:55:15,0,0,0.095,0.704,0.201,0.2732
"We're just about to begin # UnitedWayChat. If you were looking for @ united Airlines, then you're in the wrong place. # UnitedWayHumor",2017-04-05 10:55:06,0,8,0.13,0.753,0.117,-0.0772
"We regret to read this happened, Kristin. What flight are you on? ^SV",2017-04-05 10:55:04,0,0,0.189,0.811,0.0,-0.4215
Thank you! Seeing @ united RIC-DEN service take off so quickly has been very satisfying. https://twitter.com/DavidKrancer/status/849681255641763840 …,2017-04-05 10:54:49,0,3,0.0,0.575,0.425,0.8353
@ united I would like my account reviewed for a status challenge. I used one in 2015 but would like a one time exception for another,2017-04-05 10:54:36,0,1,0.0,0.679,0.321,0.7227
I once flew United. They served pop tarts for breakfast. It was hilarious watching businessmen in suits solemnly unwrap and eat such crap.,2017-04-05 10:54:35,0,0,0.093,0.645,0.262,0.5719
Please reach out to our Refunds team: http://bit.ly/1qsn6d7 . ^NJ,2017-04-05 10:53:15,0,0,0.0,0.673,0.327,0.34
"Happy Anniversary in Richmond, VA. Good work @ Flack4RIC & @ united . My mom loves using this route. pic.twitter.com/C83qgGiDGA",2017-04-05 10:52:52,0,0,0.0,0.478,0.522,0.9201
"It's certainly not our intention to make you feel dismissed, Renee. ^NJ",2017-04-05 10:52:16,0,0,0.0,0.821,0.179,0.34
@ united I can't mobile scan anymore??,2017-04-05 10:51:55,0,0,0.0,0.559,0.441,0.4871
"This is a good corporate apology. Ad never should have been cleared in the first place, at least the response is decent. @ united, take note. https://twitter.com/pepsi/status/849679114416115714 …",2017-04-05 10:50:57,0,1,0.0,0.717,0.283,0.743
"from the app, getting directions using the airport maps, etc. ^MD (2)",2017-04-05 10:50:53,0,0,0.0,1.0,0.0,0.0
"Hello Vincent, the mobile app asks for certain permissions for things such as scanning passport, being able to call (1)",2017-04-05 10:50:35,0,0,0.0,0.9,0.1,0.2732
Whenever I see @ united is hiring ethics counsel (which they seem to be seeking on a pretty regular basis) I laugh and laugh.,2017-04-05 10:50:19,0,1,0.0,0.548,0.452,0.9217
. @ United will be bringing in 3 flights a day to Chicago out of Willard Airport. # iFlyCU # UIRP # UnitedAirlines pic.twitter.com/YW056nnmfn,2017-04-05 10:49:26,0,1,0.0,0.851,0.149,0.4215
